Q9NWM3	Q8WW12
Q6RSH7	Q9BV73
P52306	P62879
P48444	P04921
P54132	Q9UEY8
P22314	Q9NZC9
Q16594	Q9BU76
Q9Y5X4	Q9NXG0
Q96PZ0	O14497
Q9NS56	Q16621
P81408	Q86XP3
Q12872	Q07666
O95197	Q9Y5N6
Q13219	Q99689
Q13219	Q9NRZ9
Q96FN4	P42858
Q9P227	Q9Y237
Q9NYQ6	Q9UP38
Q9C009	Q2M1K9
Q02446	P49716
Q13163	Q86U70
P05814	Q969G3
Q9BQ69	Q13098
O43251	O60506
Q9H204	Q01484
O75400	Q8NHZ7
Q99593	P52565
Q96EI5	P54727
O95153	P04921
O14492	Q9BV73
Q03701	Q8TAP6
Q6XD76	Q15596
Q8NG27	P28360
Q02446	Q8N5S1
Q15746	Q14789
Q86U70	P82673
Q96BN2	P28702
Q14451	Q8IXT5
Q06609	Q96M02
Q16836	Q9P0K8
P10244	Q8IUC4
Q8IX07	Q9Y2V7
Q96GA3	Q13574
P26358	Q5VV42
P57060	Q9UHB9
Q92804	Q6P1M3
Q9BXL5	O75147
Q8TF42	Q8WY36
Q8WY36	P10242
O14770	Q13526
Q9Y3T9	P00736
Q9Y6Y8	Q9P1Y6
O14746	P30291
Q9HCJ0	P20700
P78559	Q9UGU0
Q8WTS6	Q9UEY8
P33076	Q8N108
P01375	Q86Y13
Q9NYY8	P55316
P55081	P29375
Q8NCP5	Q13546
O75531	Q2M1K9
P01040	Q9P1Y6
Q96RK1	Q13163
Q9BYV6	Q5JTV8
Q9NQ33	O00203
O14544	P10827
P62899	Q9ULD4
P25054	P04075
Q15139	Q5T7W7
Q15834	Q9BQ69
Q92917	Q9NXG2
P38919	Q13574
P54920	Q15038
P12081	P29474
P06748	O43524
P49759	P15923
Q9UBD5	O75354
Q8IVB5	Q5U5Q3
Q14318	P15172
Q9H4A3	Q96KC8
Q9NPB6	Q05397
O00555	Q2M1K9
Q96Q15	P04921
Q5JTH9	P17844
Q99640	O14939
P15884	Q9NQ11
P52594	Q96FF9
Q96EI5	Q8WY36
P29375	Q9NX46
P63027	Q12952
Q9UIC8	P36543
P51648	Q9BWU0
P28799	Q8IXJ6
Q9Y5N6	P62273
O60341	Q96AE4
Q15056	P28799
Q9NUD5	Q9NZC9
O00303	Q13043
Q8WY36	Q13190
Q9BU76	P18615
Q13439	Q06330
O15504	Q9UKT4
Q9NZ52	Q2NKX8
O15360	Q96DE5
Q5T1M5	Q9Y6E2
Q8NCP5	Q9GZV5
O75558	Q6PJW8
Q6XD76	Q9UBN7
Q03052	O94761
Q96BZ8	Q92541
Q96G27	Q9Y5X4
O95197	P48736
Q13635	P55316
Q71DI3	Q9UKI8
P22736	P29474
P52701	Q9Y262
P63167	Q92804
Q9UNQ2	Q9UQN3
O15360	Q06945
P42704	Q9UHB9
P22670	O43768
O60674	P62273
P46060	P19447
Q68CP9	Q86U70
P13807	P46060
Q9GZR1	Q9NTJ3
Q86X19	P80723
O15126	Q9NWM3
P09874	Q9NYQ6
O75534	Q8IYD8
P11388	P21333
P17096	P12277
Q96QH2	Q9NP77
Q9NYY8	Q93062
O60682	O14544
P52306	Q14451
Q8TD20	Q9NXG0
Q13546	Q8NEY1
Q15404	Q9C0K0
Q86X19	Q92743
Q96JN8	Q8WXA9
O60674	Q6ZNC8
Q9Y2W2	O43251
Q9UJP4	Q9NYB0
Q9BWU0	Q5VT06
Q02446	Q7KZI7
Q9NRC8	Q9P0L9
Q96LA8	Q6PJW8
Q13546	P06400
Q96NY9	P56693
P52701	P52952
O95486	A7KAX9
P01871	Q9Y2U8
P33993	Q9UPY3
Q9H2G4	Q8N108
Q16584	Q93009
P36543	P47813
Q04637	Q14135
Q16082	Q13029
O14744	Q16082
O75604	Q86V48
Q9H3R0	P08047
Q71DI3	Q9NVN8
O43172	P55072
Q9UBK7	Q9BUZ4
P48736	Q5VV42
Q27J81	Q70EL2
P46821	Q9BZD6
Q96CA5	P35658
Q8TB36	Q96GG9
P42704	Q7RTS1
O00515	Q9BUZ4
Q3YBR2	O75398
Q9NXS2	P04062
Q5VIR6	Q9H814
Q14129	Q9NVT9
Q9UBK7	Q8WWY3
Q9NWK9	Q8NHZ7
P25098	P49759
Q96DI7	Q9BV73
Q5T1M5	Q66K89
Q9UP83	P52926
P21127	Q9BWU0
Q9UGL1	Q8WXA9
Q9P2R6	Q16667
Q92743	Q9BQ69
P52701	Q1KMD3
Q86V81	P62633
Q12769	Q96QK1
Q15038	Q14147
Q12769	Q9H4B6
P02730	Q15583
P50895	Q96MU7
Q14674	O60343
Q14318	P28360
Q14129	O75688
P04075	Q9H501
O00625	Q16595
O95817	Q92541
P52701	P0C7T5
Q15544	Q9NS87
O15228	P05155
Q5VIR6	P29084
P62888	O75558
Q8N108	Q14289
Q9H9E3	Q13043
P20585	P25963
O00499	O14576
Q8N5M4	Q6P1M3
Q9NWK9	P32242
Q86WP2	Q96LZ3
P56693	P14859
P15170	Q9NYY8
Q9P2Y4	Q5VIR6
Q8NEH6	Q9Y4B4
Q9H4B6	O75147
P26639	P78406
P48634	Q8IWU2
Q9BRT9	Q9NYQ6
P55055	O15055
Q9Y3T9	P49802
Q9BYV6	Q96RL1
O75362	Q8IYD8
P29375	P12821
O14908	Q13601
Q86X95	O14613
P20585	Q69YQ0
Q8NEM2	Q9H8S9
Q7LFL8	Q5VST9
O14646	Q13492
O94880	Q99569
Q9BQ67	P55072
Q9HC98	Q15386
P20929	O75354
Q8IX07	Q99683
P04198	Q8TAP6
Q15011	P55072
P61978	Q9GZV5
Q96IF1	Q5BKZ1
Q16143	Q96DF8
O75340	P35568
P47929	Q6P3S6
P47897	Q96PZ0
Q92804	P15923
Q96CA5	Q08499
P10827	O14543
Q9UJP4	P52824
Q7LG56	P24864
Q9BVQ7	O43524
Q9H1E3	Q96M02
Q9H204	Q15287
Q14135	Q13887
Q7LG56	Q15038
Q86YD7	O60551
Q9HCH5	Q8IXT5
P27635	Q9UDY8
Q9NY61	Q9GZR1
Q8NG27	Q7Z3Z4
P78559	Q00872
Q8N5M4	O15550
Q969R5	Q6P2H3
P61964	Q13190
Q9NQ33	Q9NS37
Q6PL18	P42858
P61952	P57060
Q9H4B4	P14866
Q9UNQ2	Q96JN0
Q99640	P50991
Q9UBY9	O00625
Q03468	Q2M1K9
Q9UJU2	Q8WY36
Q15744	P19447
Q13439	P08047
Q2M1P5	P28072
Q13546	Q05513
Q15746	Q92888
Q09161	Q5VWP3
O95721	Q969G3
Q96BK5	Q9NQ33
Q13574	Q13888
Q9HBH7	Q9H171
Q5VT52	Q05397
Q8N7J2	Q8WXA9
O75400	Q96H72
Q9H4B4	Q9NS87
Q9H992	Q9P2R6
Q16204	Q9BYN8
Q9NXG0	O15014
Q9H267	Q9NP77
Q14129	Q15910
P52701	P06748
P19793	Q9NYZ3
Q96FV9	O15353
Q53GS9	Q14145
Q7Z5J4	Q9UGN5
Q9Y4B4	P04818
P04198	Q9NZC9
P27540	Q92541
Q92541	Q96KP1
P53567	P78364
O75694	P53999
Q9HCM9	Q5BKZ1
Q9H211	Q0VG99
Q6XD76	Q13185
P19793	Q9Y520
Q9BZW7	Q96CX2
Q12769	Q03468
P50458	Q99549
Q8TDZ2	Q9Y4B4
Q13118	Q9BV79
Q9C009	P29375
Q15746	Q9UNW1
Q13118	Q5T7W7
P42166	Q9UKT9
P37275	Q9P0L9
O43474	P23634
Q02446	Q92888
Q99593	Q9Y620
P42858	Q16821
Q96C00	Q9UDY8
Q9BYJ9	Q8NEM2
P29966	P10244
O75444	O00625
O75354	Q9UJZ1
O95197	P22670
P42166	Q86U42
O94880	Q96KR6
Q8NFC6	Q13131
P37198	Q96HA7
Q9HA38	Q9P1Y6
P02730	Q9BRS2
Q96EP0	Q92614
Q96IF1	P20585
Q9Y2U8	P35611
Q86U70	Q8IWX8
O75340	P09529
Q53GL0	P24864
Q9NQL9	O75398
Q9P1Y6	Q9Y2S7
O75901	Q07065
P01871	P82970
P17844	Q7Z6G3
P10644	Q9UPY3
P42285	O14908
Q5VT52	P29375
Q27J81	O60346
Q12931	Q8WXA9
Q9UEY8	Q9NPD8
Q96PM9	Q9C0H5
Q9H9A6	P10109
Q00577	Q13546
Q13219	P47897
Q9Y3C5	Q9NYQ6
Q6PKG0	Q0VG99
Q02446	Q86WX3
Q9NSA3	O43474
P42704	P48039
O43290	P62879
P55072	Q96RR1
P27816	Q9BQ69
Q9Y618	Q9P0K8
Q9Y3T9	Q16851
P28799	Q8NI35
P10636	P28702
Q15257	P42858
Q9NV56	P05155
Q5TAQ9	P17028
Q9H992	O15353
Q13794	P24592
O15504	Q10571
Q9BVP2	P36543
Q02446	Q9NS37
Q9H6S3	P35659
P10244	Q14444
Q9NRL3	Q8WY36
Q5T0W9	Q9Y295
Q96RK1	Q9UHX1
O15055	O96028
Q96T21	P42858
Q27J81	P50991
Q5T7W7	Q8N3V7
Q86U42	P62854
Q96S55	Q9Y5N6
Q14318	O95644
Q8NA72	Q13352
Q9BQ69	P78364
Q9NZZ3	Q13352
Q14318	P56715
Q13635	Q16799
Q86U42	Q92900
P00488	P10244
O00515	Q06609
Q6VMQ6	Q8WV28
P63167	Q9BQ69
Q7LFL8	Q8IYD8
O43290	Q9H1R3
Q96NB3	P0C862
Q9P2P5	Q9NYZ3
Q9NYY8	Q9BXL5
O00267	P42858
Q8TB36	Q16836
O60296	O75147
O43242	P48736
Q05066	Q9Y2L9
Q9BYV6	Q12756
Q15428	Q06330
Q9Y376	Q9UGU0
Q9H840	Q8IY63
O43290	Q14289
O95155	O43597
O43290	Q9BXU1
P62899	Q9GZV5
Q9BYD2	P28702
P61927	Q8TAP6
P62316	O14576
Q8TB36	Q96KR6
