Q9C0K0	Q9C0B0
Q9H074	Q8TDC0
Q8TEX9	Q9UM73
Q96BT3	P22314
Q6P2Q9	O60716
Q9ULW0	P55347
P61247	Q00341
Q92932	O60610
O43521	Q96J92
Q9NQC3	O14543
P62861	Q2M1P5
P61221	Q86SX6
Q9Y5K8	Q16594
P22695	Q96RG2
Q9Y241	Q96ST2
Q15032	Q9UMS4
Q9GZV5	P46089
Q92917	Q13435
Q15542	Q15746
Q15468	O76070
Q13868	Q8N6N3
P49815	Q96E09
Q13239	Q96CS3
P10070	Q9UMZ2
Q8N4S0	Q9BU64
O95267	P51449
Q9NWB6	Q86UX2
Q92900	Q9P0K7
Q9H992	P08151
P06748	Q15836
Q969R5	P54132
A2RRL7	P78406
O95425	Q9NVH2
Q92743	Q96ER3
Q9UJA5	Q9UNM6
Q99801	Q15562
Q8N5U6	Q15750
Q9H410	Q9Y399
Q06210	P10589
Q9HCD5	Q9GZU2
Q9UHX1	Q9NRR5
Q6NZ67	P10070
Q9UKL3	O14543
Q7Z7B0	Q92522
Q9UKT4	Q9P0J0
Q96E09	O00411
O95793	Q5VT52
Q7Z3B4	Q92917
P22674	Q9P258
Q6P3S6	O75821
P36543	O95379
Q96BR9	Q9UBB5
Q9UHX1	Q8TF01
Q6PID8	Q86WX3
Q8IYD8	Q9NP77
Q9ULU4	O15232
P12755	Q13190
P49790	O43521
O75376	P04062
Q7L4P6	Q12967
Q9NPG3	Q6ZNC8
Q9NX70	Q8IYS1
Q96FV9	P48023
Q9P0R6	Q13887
Q15404	Q9NRC8
Q9P0K8	Q5T447
Q96RR1	Q9Y6J0
Q9NVS9	O14974
Q7L2J0	O14654
Q9UMS4	O75351
Q6P597	O14654
Q5TDH0	Q9C0K0
O95425	Q8NE09
Q99848	Q99593
Q12834	Q96RN5
Q96A57	Q99942
Q8WZA0	A6NIV6
Q3ZCQ8	P04150
Q9H4L4	O14770
Q9UMS4	Q9UNQ2
O15524	P49711
Q86TC9	O00193
P02545	P49903
P61328	Q9UHX1
Q86UX2	Q07812
P78345	Q15428
Q9C0H5	O60645
Q01538	Q9UMX1
Q96S44	P54132
P62888	Q9NWT6
Q9NZ94	P12956
Q86T90	Q15311
Q8WV28	Q9Y6X4
Q6PI98	Q5TAQ9
P18146	Q9NRZ9
O43293	O14646
Q9P2G9	Q8WUF5
Q15562	P06396
O96028	O60516
O75122	O95785
O95456	O14646
Q92831	Q92974
Q14061	Q15750
P78537	Q14807
Q9BX66	P78332
Q9BRK5	Q7LG56
P49137	P46089
O14513	Q86SQ0
P55040	Q8WTS6
Q5VV42	P43694
Q9NZT2	P62877
Q96NY9	P24588
Q9Y2J2	Q9H8T0
Q13263	Q9BSJ8
Q96AE4	O43597
P23634	Q13363
Q15746	Q9Y3B8
Q92932	P85037
P20749	Q92973
Q6IE81	Q86X55
O15550	O43597
Q7LG56	P19429
Q8IWU2	Q9Y2U8
Q5T749	Q99757
Q8WUM0	Q86Y33
A0PJY2	O95785
Q8IXL7	Q86SX6
P17096	O43597
Q9NYB0	O15511
Q96Q27	Q15836
Q92797	Q6VMQ6
Q14241	Q9NZ94
Q13627	Q8NI08
Q96DU7	Q9C009
P27816	Q53GL0
Q9UJP4	Q14690
Q9Y620	Q6NXR4
P01584	O14519
Q9BX66	Q8TAD4
Q9UEY8	Q8ND82
P00736	Q9NP77
Q12888	Q12967
Q2YD98	Q6XD76
Q9H9A6	P52298
Q04760	Q9HAH7
O94762	Q8N3X1
O75376	O60684
P15927	O75362
O75937	Q8WV16
P28223	Q9NZJ7
Q9P031	P41212
Q08209	Q9UJP4
P47985	P13807
Q8N0W5	Q9NW82
Q9BSJ8	P23511
O75604	Q9ULW0
O00221	Q9Y6J0
Q15041	Q13838
O43513	Q96JC9
Q9P1Y6	Q9H0E3
Q8NCN4	Q9HAU5
Q14145	Q96FV9
Q9BYE7	Q99708
P15927	Q14203
Q10586	O95785
Q9H2K2	P51668
Q6IE81	P35222
Q8NCN4	O75400
Q9H171	Q13098
Q86WX3	Q96GG9
Q92665	P0C1Z6
O75400	Q15542
P35658	Q92900
A1A519	Q9NQU5
Q08209	Q16236
Q9UMX1	Q15418
Q9Y2W7	Q96L91
Q9NZ52	Q9UPR3
P52952	Q96D09
Q13887	Q8TD20
Q9BXL5	Q93074
P17542	Q93008
Q99549	Q9UBY9
Q96BR9	Q86UW6
P49207	P62888
Q07666	P55212
Q00872	Q504T8
Q15361	P61247
O95989	Q13200
Q9BUZ4	P11387
Q92831	Q9NYQ6
Q92900	Q53GS9
Q9BYV6	Q92522
Q9UGU0	Q9BYN8
P23490	Q9NR80
Q6UN15	Q15562
O15164	Q15056
P78537	Q9H2S9
O14508	Q13144
P62888	A6NIV6
Q75QN2	P17028
O15534	Q9Y262
Q9Y5Y6	Q12888
O96028	Q8WW12
Q8TEX9	Q9UHX1
Q9Y468	O95817
Q9Y3C5	P15880
Q69YQ0	P43363
Q16254	Q8WZA0
Q9P2K1	Q9Y663
P20810	O60568
P20810	Q9H8T0
Q96PV0	O15511
Q9BYN8	P08648
Q8WZA0	P62913
O15360	O95817
Q6PID8	Q9NTJ3
O15105	Q96JC9
Q6P9B9	P15924
Q6IAA8	Q99569
Q86U86	Q5VSY0
Q16143	Q9UHV2
P54274	Q9UMS4
P50553	P42858
O75815	P34925
Q9NYQ6	P10070
Q9Y3T9	Q96AQ9
Q14204	Q8NA72
P12755	P10606
P02545	Q9P0K7
Q9UJ04	Q5U623
Q9Y6X4	Q13618
Q92932	Q9C0B0
Q9GZV5	O60674
Q99569	Q9BYD2
P42285	Q9BUZ4
Q9H0E3	Q96KD3
Q96FS4	Q9H2K2
Q9NRA8	O00267
P15927	P35222
O95238	P23490
P50222	Q9UBT6
Q96PU4	Q9UJU2
Q92844	O43719
P23508	Q9UQ26
Q9Y291	Q14690
Q9H2G4	O15360
Q5BKZ1	Q14997
Q16270	O43719
Q9H4G0	Q7Z6G3
Q9P2Y4	Q2M1K9
Q5T1R4	Q13144
Q96D09	Q15311
Q8IUH5	P22059
Q9Y3C5	Q99757
Q96EV2	O75145
Q01484	Q9NVR5
O00327	Q15836
Q14451	Q9Y496
Q9H1R3	Q13794
Q9Y4K3	P49918
Q9H9Z2	Q6PID8
Q8WZ19	Q96FS4
Q9BXL5	Q16799
P49589	Q6VMQ6
Q9BX66	Q01094
Q04864	P04198
Q9BQ67	Q13303
O94906	O14646
P52952	Q93062
P32314	Q9NSA3
P62888	P49354
P09086	O43597
P40818	Q15404
Q9H3R0	O14593
Q9BQ13	O00267
O75396	O00193
Q02878	Q96J92
Q9H9D4	P18847
Q8IY63	P62851
Q9ULW0	P19429
Q9H204	P10071
Q96BT3	Q96LA8
Q9NP66	Q5VV17
P47897	Q70J99
P48539	Q9P2Y4
Q9UBB9	Q5UIP0
P28223	O94880
P78332	Q9Y2U8
Q96JH8	Q7L4P6
Q9NX70	P20226
Q3ZAQ7	Q07812
Q9H0E3	P15924
Q8WWY3	Q14444
Q8WW12	Q7L5D6
Q15560	Q5VIR6
P05362	Q15836
Q9BW85	Q9UM73
Q99700	Q9P0P0
Q6P597	Q9UM73
Q9Y2W7	P08047
P24588	Q9Y6Q9
Q8IZT6	P10070
P27695	Q92988
Q8ND82	Q9BZF3
Q8NEH6	Q9Y3T9
Q9NSY1	Q9H1Z9
Q9NZ52	Q9Y5S9
Q9UM73	P62851
Q9H992	Q9HAH7
P10070	Q9UK76
P20248	Q07021
P22415	Q06546
P12814	Q9UJ14
Q96S44	Q9H6S0
Q9Y620	Q16236
Q15637	O60674
P00736	O75376
P19338	Q8WW12
Q9Y4K3	P07602
Q9Y3T9	P42574
Q7Z2W9	P30626
Q9Y2L9	Q9BXJ5
Q96E09	Q9Y2I8
Q9Y520	Q05397
O43633	Q15435
Q9BQ67	P17612
Q9UM73	O94992
P04150	O43474
Q9ULU4	Q14789
Q02410	Q15418
Q92917	Q9BZG8
O96017	P05814
Q5UIP0	O00116
Q9UP38	O75815
Q8WTS6	Q12872
Q9BY07	Q9P258
P07108	Q16799
P07919	P22415
Q9GZV5	Q53GL0
Q6NXE6	Q15836
Q96RU2	Q9H2K2
Q9NZC9	Q6VMQ6
Q7Z2W9	Q9P2R6
Q99757	Q92541
P40939	Q9H147
Q96T21	Q92934
Q12766	O95863
Q9Y2W7	P78539
Q9NZU7	Q5TAQ9
Q01968	Q7LFX5
Q8NFZ5	Q13442
Q9BRR8	Q9NVW2
Q92743	P40939
Q15542	Q9HCS7
P62807	O75444
O94906	Q92831
O60346	Q9P2K1
Q9NWM3	Q6P2Q9
P49321	P35398
P40926	Q8WV16
P18621	Q9UBE8
Q86WX3	Q5VWP3
Q16626	Q13613
Q8WVM7	O14974
Q9NZT2	Q9NVI7
O60437	Q8NHZ7
O60437	P56693
Q8IUC4	Q96HA7
Q6P3S6	P78345
Q9H4L4	Q9UQN3
Q8WZ19	Q9UI38
P40939	Q9P258
Q9NRR4	Q9Y285
A1A519	Q9HC78
Q96GG9	Q9P1W9
P78345	Q8NCP5
Q9H4G0	Q13952
P11473	Q9BXJ5
O15524	Q8TD20
Q92743	Q96BN2
Q9H1R3	Q59H18
Q02878	P17844
Q96F07	P23276
O95926	Q86WX3
Q9P2Y4	O75937
Q8N201	Q6ZNC8
Q8WV28	Q96MF7
P62913	Q5VIR6
P17028	O75147
Q5VTB9	P43363
Q8NHZ7	Q15139
O15085	P48736
P58340	O43303
O15524	Q9NQ87
Q9BUZ4	O95863
Q13635	Q8IUH5
Q68DK7	Q6PL18
Q2YD98	Q9H4H8
P26358	Q9P2Y4
Q9UMS4	Q15758
Q5VT52	A6NIV6
Q9H147	P27540
Q9P2R6	Q9Y3T9
P61247	O00499
Q9H3R0	Q9Y6X4
O15164	P83111
Q16143	Q9NPF5
P55040	Q9BXL5
P49918	Q15435
Q9BXM7	Q9UP83
Q9P2G9	Q6P2E9
P29372	Q9ULW0
Q13200	Q8WZ73
Q14498	Q96GG9
P20749	Q15020
Q9H9D4	Q00987
Q8IXL7	Q53GI3
Q8N0Z3	Q9UBC9
P40337	Q96CT7
Q9UIQ6	Q9BX66
P62266	O00358
Q9GZU2	Q9UHC7
Q9ULU4	Q71F23
Q9BWX1	Q9BX66
Q9Y2W7	Q9NX55
Q13490	Q8N6N3
P28223	Q05682
P47914	Q5VWP3
Q14232	O75569
P11388	Q8IY57
Q9NPJ6	Q9UHB4
P54619	Q16512
P36956	Q9HCG8
Q8WVM7	Q13098
Q92917	O60285
O15511	Q9NVR5
Q8WZ19	P35228
P99999	Q9Y376
P02545	P42772
Q8N5M1	Q16594
Q96MF7	Q9NUW8
Q8NHZ7	Q9NPJ6
Q2YD98	P51693
Q8N5M1	O00401
Q9NR09	Q14997
O75376	Q93062
Q86X95	P17612
Q6IE81	Q96JN0
Q7L4I2	Q6ULP2
O43521	P0C1Z6
Q9UM73	Q71F23
P12956	O00116
P55316	Q8IY57
Q92900	Q9NPJ6
Q12952	Q07869
Q03468	Q8WXI9
O00267	Q8WVZ9
Q04760	Q16401
P61218	P27695
Q9P0K8	O15550
Q8N5M1	Q8TD17
Q12996	Q5QJE6
P0DPB6	Q9NS23
P20248	P00488
P15880	Q01094
Q9Y6X4	Q53GT1
Q6P9B9	Q9UBP6
Q14232	Q9H9E3
Q9H9D4	P32246
Q9H074	Q96IK5
Q9H840	P78345
Q9BX66	Q9BZW7
P51178	Q9H9A6
Q2YD98	Q8IWX8
Q9P287	Q9H5J0
Q96JC9	Q9UK41
Q03052	Q9UHB4
Q9Y2J2	P51948
P46089	P06400
Q9UMS4	Q9BTU6
P23634	P11473
Q5UIP0	Q00013
Q13601	P23490
Q9H410	Q8IXJ6
Q9UPW0	Q8N6N3
Q9UJV9	Q8NHZ7
P47756	P62266
Q8N4S0	A0AVK6
O75128	P53567
Q6IE81	P20585
Q13569	Q8N6N3
Q9P031	O60568
Q8NA72	P61956
Q9GZR7	O14543
Q9UPN3	Q15562
P17612	Q15744
Q96F07	Q99615
P46089	P14653
O15042	P53367
O43597	O14777
Q12952	P0DPD6
P61247	Q9P227
Q13085	O43597
O43236	Q86X53
P12755	P53539
Q8IYB3	Q07021
Q9BXL5	Q9H5J0
Q9P2J5	Q70J99
O75128	Q8N490
Q7L4I2	Q9BZW7
Q01101	P20749
Q5TDH0	Q969R5
Q7Z699	P50553
Q9BRR8	Q13158
O60356	Q9UKN8
O95793	Q5SW96
P56524	Q8NHZ7
Q6PID8	Q15139
Q9UBB9	O43521
Q9UH99	O43719
Q9UJX0	P28799
P54687	Q9Y6X4
Q15942	O15014
Q8WV16	Q05513
Q9H221	P08151
O43293	O60645
Q13085	Q9P2K1
P48788	Q14807
O95926	Q96CV9
P25791	P12956
Q8N5M1	Q92888
P62888	Q9UIG0
P49207	Q15418
P37198	Q8WV16
Q15468	P48735
Q9NP66	Q07869
O75592	Q8WZ19
Q96RI1	O95257
Q9H4A6	Q15836
Q6P1X5	Q13887
Q15542	Q9Y2K7
Q9Y4K3	Q7Z5J4
P61978	Q6ZNC8
Q92743	Q9Y5U2
Q96J02	Q9Y3B8
Q9UKV8	P12814
P51648	Q9H223
Q9Y5K8	Q6NUN9
O75815	Q9UKJ3
Q14241	Q6ZT12
Q9HAV7	Q9Y2U8
P35611	Q15435
Q9Y620	Q13085
P28072	Q5VWP3
Q68E01	Q5TAQ9
P35268	Q99708
Q6ZNC8	O14737
Q7L4I2	Q96KB5
O15534	Q9NRR4
Q96DU7	O95816
Q9NS23	P10589
P55212	Q96AE4
Q12874	Q5VWP3
Q04760	P05155
Q8N137	P07108
O60356	Q86Y82
Q9BXP5	Q9P0K8
P78344	O60516
O43521	Q05513
Q96IV0	Q9BSJ8
Q9UPQ9	O60516
Q99848	Q9UBE8
P49756	P19622
O43524	Q9HCI5
Q8N5M1	P49757
P52306	Q9H1R3
Q8NEY1	O14770
Q7Z7E8	O75940
Q9Y2W1	Q7LG56
Q96M86	O14654
Q86SX6	O60716
Q9Y2W7	Q9Y5U2
Q13627	Q9Y241
Q7L4I2	O60551
P11473	P56693
Q8IY63	P04921
Q9P2G9	Q9C005
P98082	Q9ULU4
Q7L4P6	O15273
Q9H095	Q14997
Q9HAU5	O95999
Q8NBS9	P17542
Q8N137	Q96JC9
Q7Z2W9	Q8TDC3
Q9Y2J2	O43186
P22674	Q2YD98
Q9UDV6	P78345
P50991	Q13144
Q8N4C7	Q96JC9
Q8WY36	P20290
O43301	P30876
Q9UM73	P19429
P53805	P31645
Q96GM5	P10589
P10242	P10276
Q9Y2K2	O60551
Q92466	P12814
Q14232	O00327
Q9P2K1	P51948
P53539	Q9NX70
Q86SX6	Q92619
Q9UN36	Q53GL0
P29353	Q9UNM6
Q9H992	O43257
O94762	P09496
Q8NBB4	Q15418
P16455	O14519
P17542	Q9NZJ7
Q9Y237	Q6P2Q9
Q9NZT2	Q9NQB0
Q13887	Q9HDC9
Q9P2Y4	Q9NX55
Q9C005	Q53GL0
Q9P031	Q8NFD5
Q71DI3	O95999
O60343	Q9UBB5
O43719	Q15466
O43236	Q9BVJ6
P09429	Q05519
P21127	O14974
Q8IUH5	Q5T0W9
Q9H1I8	Q14241
Q9H4G0	P22059
Q9H8V3	Q96DH6
O00311	Q9H3Q1
P20929	Q9BQS8
Q9BXL5	Q9UH92
O60356	Q9UJY4
Q9UBT6	Q9NPF5
O14490	Q9BU76
Q9H1I8	Q9Y570
Q6P9B9	P53999
Q08209	Q9NVE7
O43815	P60369
Q86SX6	Q9P0K7
Q8N4S0	Q96GM5
P56693	Q6ULP2
Q92766	Q5VT52
Q96HA1	Q12766
Q8ND82	P78364
Q9BXJ5	Q9BQG0
Q9P287	Q9BZF3
Q05397	Q9Y675
P18146	Q92989
Q9Y2J0	Q9Y468
Q15198	Q7L4P6
Q8WW12	Q9Y508
Q01851	Q8WZA0
Q9P2G9	Q53GT1
Q7Z3U7	Q8NHZ7
Q9NW82	Q6RSH7
Q13627	Q9NUW8
O15457	Q96KB5
Q9UDV6	P18621
Q13158	P78345
P53805	Q8WZ75
Q14807	Q99708
Q9ULW0	A6NIV6
O75376	Q9Y468
Q96L08	Q04760
Q9UBB5	P13807
Q13887	Q96EP1
O15085	Q9H5J0
O95425	Q9UKV8
Q15750	P29558
P22670	Q9H992
Q8NCA5	Q12996
Q9BYN8	Q96QK1
Q13153	Q9NW82
O43318	Q8WW12
Q99618	Q9NX70
Q66K89	P47985
Q9Y2N7	Q15468
O75564	Q5VIR6
Q8N2M8	P17542
O43597	Q96ER3
P35498	O14974
P36543	P05783
O95835	P07199
Q66K89	O43597
Q9UHB9	Q70J99
Q9UL15	Q9H1R3
Q13303	P26368
Q9Y2N7	P49756
O00515	Q00872
Q15554	Q9Y6X8
Q5UIP0	O14965
Q9UIG0	Q9H1R3
Q9P0K8	O00233
Q6P9B9	Q96KB5
Q9NRA8	P04150
Q02818	Q99583
Q86XN8	P61247
Q68E01	Q14241
Q8WZ19	Q9NPD8
P58340	P05114
Q9UPW0	Q99708
P12755	Q99933
Q6ZNC8	Q9NX18
Q03468	Q9P0K8
Q9H254	Q6UUV9
Q13442	Q8TD20
Q15573	Q00872
P25208	Q13200
Q5UIP0	P40424
Q9NPB6	Q6NUN9
P61247	O00762
Q9NZT2	P42772
P78537	O75362
Q96DU7	P42772
Q494U1	Q9UM73
P35568	Q01484
Q9C0K0	Q96KR6
Q12888	Q96NL6
Q9H0E3	Q01860
Q9Y6X4	Q9NVR5
Q5VST9	Q9H992
P61247	Q8WWY3
Q9Y2J2	P23588
P81408	Q9ULU4
Q92804	Q92522
Q6NXR4	Q86SQ0
O60566	Q5TAQ9
Q9NRL2	Q8WV16
Q12834	O14497
P07992	O75815
Q13887	Q9H981
Q3ZAQ7	P08648
P54278	P17028
Q01201	Q05397
Q7Z6B0	Q99569
Q01484	P35606
P17931	Q13098
Q53GI3	Q9UKK9
O94762	P35222
P86791	Q5VIR6
Q9NP98	Q9P031
Q8WUF5	Q9Y2U8
Q69YQ0	P05814
O00418	Q5UIP0
P49750	Q92900
Q16204	P10071
P62888	P13805
Q01780	Q12996
Q6PID8	Q07869
Q9GZU7	Q9H5N1
Q96BT3	Q9P2P5
Q93009	O00625
P20823	O00193
Q5UIP0	Q96AE4
Q9GZM7	Q9P258
Q16836	O95817
P48556	P28799
O75347	Q9NP77
Q8N201	Q9Y570
Q15041	Q9BQG0
O15534	Q9UHD8
Q96GX5	P98175
Q9UJ04	Q9BVP2
Q96J02	Q6P2Q9
P43363	P22670
Q8IUH5	O43257
Q96NY9	Q14997
O75376	P30519
Q8NBS9	P54619
Q93009	P50851
Q9H5N1	Q9H211
A1A519	P23511
Q9H147	O43251
P49754	P20749
O14770	Q9BV79
Q53GI3	P24592
Q9Y244	O15457
Q99700	Q96AQ9
P18621	Q9H6S3
P12277	Q9P0K8
Q5M775	Q15435
O75030	O95644
P62854	Q9Y3B8
Q15311	P06400
Q96IF1	Q96A65
Q9Y6E2	P78345
Q8IY57	Q96JP2
Q16513	P30876
P35228	O14646
P18847	Q6PL18
Q96IF1	Q6DKK2
Q9NVI1	Q96MF7
Q7Z7B0	Q9UK80
P49454	Q14444
Q9H0E3	P09086
O14770	Q8IXJ6
P48788	Q9ULH1
Q969G3	O00267
Q92733	Q96A57
Q01201	Q96KC8
Q8NG27	Q16143
Q08209	Q9H0S4
Q13111	Q9Y6R4
P10070	Q9NYF0
P50851	Q13200
Q9Y6X8	Q86X53
Q00341	P62195
P16949	Q13144
Q01968	P54727
Q12766	P86791
Q9H074	P46109
P61247	P49790
Q6NZ67	Q02878
Q96IF1	Q09472
Q99801	O43719
Q01851	P23490
Q8TBZ2	Q96DE5
Q9BW85	O43236
Q13227	Q13098
P51648	Q9UKT5
Q6PCD5	P30876
Q9BXJ5	Q96P70
Q5VSY0	Q8TD17
O75937	P10071
Q9HCG8	Q3SY00
Q96N46	O75145
Q04864	O43303
Q8WW38	Q5TAQ9
Q12834	Q8N5Z5
P36543	P01584
Q3SY00	O60674
P43363	Q9UBD5
P37275	Q6ZNC8
P30304	P46089
O75815	P17677
Q9Y2W2	Q8WV16
O95926	Q05513
Q9Y2W1	Q14451
P37275	P47985
Q9UKK9	Q99708
Q08378	P35228
P07108	Q9NRX1
P17542	Q13794
P52952	Q99759
Q8IY57	Q9BWC9
Q9NXF1	Q15836
Q9UKJ5	O14519
Q9BYN8	P30566
Q9Y2J2	Q9H832
O00237	Q02878
Q96PM5	Q9Y3B8
P52952	Q9BV79
Q8TBZ2	P47224
P52952	Q15029
Q9BXJ5	Q96GY3
Q99618	Q9HCI5
Q9H147	Q96EB6
Q8ND82	Q8NEM2
Q86UW6	P61758
O75376	Q6P3W7
Q86YD7	Q96JC9
Q96JB6	Q9HCI5
Q9UJ04	P27695
Q9NW82	P49840
Q8NHZ7	P49716
Q9NYF8	Q8IY63
O00458	O15457
Q8WV16	Q9UBP4
Q92786	Q14690
Q9BV40	Q9P258
Q07666	Q8WV16
Q8NCN4	Q16619
P54619	O14513
Q86Y13	Q96MF7
Q16143	Q8IUF1
P01857	P62195
Q8TD19	P60369
Q9BXL5	Q9BZF9
Q9Y6X4	Q9Y5X4
O95243	Q6PL18
Q86SQ0	P54920
Q9GZU2	Q6P4R8
O75376	Q70EL2
P02794	Q05519
O95926	O94966
O75821	Q6P996
Q8IX18	Q15435
Q13228	Q9NXG2
P53367	P20290
P04818	Q86XP3
Q8WTS6	Q5JTC6
O75122	P19447
P28799	Q13641
Q16619	Q9Y2U8
Q9GZU7	Q8NA72
Q15750	O43257
P55212	O95218
Q14678	O60645
O15534	Q9NXS2
P10242	Q96MU7
Q9UKT7	O15014
Q99569	Q9NS23
Q86X55	O60645
P18621	Q9HCH0
Q5SW96	P05783
Q9BYD2	Q15562
Q8ND82	P17861
P04150	Q01094
Q01484	Q15942
O95425	Q9UI38
Q9Y6K1	Q96FV9
Q9Y620	Q86XP3
Q9UJ04	Q86YP4
Q9Y508	Q9BQS8
Q9P1U0	O95817
Q15032	O43597
P55212	Q9BTU6
O95926	Q14686
Q96Q83	Q9Y2S7
Q7L2Z9	Q96A57
Q8WZA0	Q6DKK2
Q5VV42	O43422
Q9UDY8	O95267
P18146	Q96RG2
Q53ET0	Q8WTP8
Q15041	Q96RL1
Q13887	P80723
Q9UMS4	Q96PE2
Q9Y3T9	Q9HAV7
P28340	Q6IE81
P05089	O14593
P37837	Q9H1Z9
P43351	Q9P2F8
Q9HCI5	Q13702
P52824	Q9Y3T9
Q9ULX9	Q9NV56
Q9H254	Q38SD2
Q86X55	Q9H992
O95816	O14519
Q5TDH0	Q13098
Q9BRT9	O14508
Q12996	Q96KM6
O15085	O75787
P28340	Q96Q83
Q9Y5U2	O95267
Q99836	Q6VMQ6
P61221	P05814
Q9BTA9	Q96NJ5
P35228	Q8NHZ7
